C�digo,Fecha,Tipo confirmado,Direccion,Tipo clase de accidente,Tipo confirmado_1,Medio de reporte,Numero vehiculos,Tipo de vehiculos implicados,Qgis_ID,Qgis_Ciudad,Qgis_Pais,Qgis_result_num,Qgis_osm_id,Qgis_display_na,Qgis_category,Qgis_type,lat,lon
AI010712,23/08/2024,Con lesionado,CALLE 46  & CARRERA 1D,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,8046,Cali,Colombia,0,391665868,"Carrera 1D, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760003, Colombia",highway,tertiary,3.4703591,-76.5071075
AI005460,06/04/2024,Con lesionado,calle 70 carrera 1d,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,5992,Cali,Colombia,0,391665868,"Carrera 1D, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760003, Colombia",highway,tertiary,3.4703591,-76.5071075
AI013502,01/11/2024,Con lesionado,CARRERA 1D  & CALLE 44,ATROPELLO,CON HERIDOS,AGENTE RADIO,1,MOTOCICLETA,9583,Cali,Colombia,0,391665868,"Carrera 1D, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760003, Colombia",highway,tertiary,3.4703591,-76.5071075
AI011516,12/09/2024,Negativo,CARRERA 5  & CALLE 64A,CHOQUE,NEGATIVO,AGENTE RADIO,2,AUTOMOVIL,8405,Cali,Colombia,0,51308456,"Calle 64A, Los Guayacanes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 100001, Colombia",highway,residential,3.470495852,-76.49011704
AI004166,06/03/2024,Negativo,CALLE 34 NORTE #3N-15,CHOQUE,POSITIVO,AGENTE RADIO,2,BUS,5621,Cali,Colombia,0,185088586,"Calle 34 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760046, Colombia",highway,secondary,3.470596032,-76.52023628
AI011470,11/09/2024,Con lesionado,CARRERA 1J  & CALLE 72,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,8386,Cali,Colombia,0,33707343,"Carrera 1J, Paseo de los Almendros, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 100001, Colombia",highway,residential,3.47110878,-76.49538575
AI009063,08/07/2024,Solo Da�os,CALLE 58 # 8 - 5,CHOQUE,CON MUERTOS,AGENTE RADIO,2,CAMION,7369,Cali,Colombia,0,48622244,"Calle 58, Los Andes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,residential,3.471659441,-76.49773963
AI006903,11/05/2024,Con lesionado,CARRERA 15 CALLE 58,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,MOTOCICLETA,6580,Cali,Colombia,0,48622244,"Calle 58, Los Andes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,residential,3.471659441,-76.49773963
AI009075,08/07/2024,Con lesionado,CARRERA 5 & CALLE 58,ATROPELLO,CON HERIDOS,AGENTE RADIO,1,MOTOCICLETA,7377,Cali,Colombia,0,48622244,"Calle 58, Los Andes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,residential,3.471659441,-76.49773963
AI005626,10/04/2024,Con lesionado,CALLE 58 CARRERA 3,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,6066,Cali,Colombia,0,48622244,"Calle 58, Los Andes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,residential,3.471693,-76.4977485
AI012403,04/10/2024,Negativo,CALLE 52  & CARRERA 1D,CHOQUE,NEGATIVO,CAT 127,2,AUTOMOVIL,8792,Cali,Colombia,0,375277300,"Carrera 1D, Torres de Comfandi, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,tertiary,3.472394465,-76.50080455
AI011172,04/09/2024,Negativo,CALLE 70  & CARRERA 1D,ATROPELLO,NEGATIVO,AGENTE RADIO,2,AUTOMOVIL,8262,Cali,Colombia,0,375277300,"Carrera 1D, Torres de Comfandi, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,tertiary,3.472394465,-76.50080455
AI011264,06/09/2024,Con lesionado,CALLE 70  & CARRERA 1D,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,8262,Cali,Colombia,0,375277300,"Carrera 1D, Torres de Comfandi, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,tertiary,3.472394465,-76.50080455
AI011695,16/09/2024,Negativo,CALLE 70  & CARRERA 1D,CHOQUE,NEGATIVO,CAT 127,2,MOTOCICLETA,8262,Cali,Colombia,0,375277300,"Carrera 1D, Torres de Comfandi, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,tertiary,3.472394465,-76.50080455
AI013323,28/10/2024,Negativo,CALLE 70  & CARRERA 1D,CHOQUE,NEGATIVO,CAT 127,2,MOTOCICLETA,8262,Cali,Colombia,0,375277300,"Carrera 1D, Torres de Comfandi, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,tertiary,3.472394465,-76.50080455
AI007305,22/05/2024,Negativo,CALLE 70 CARRERA 1D,CHOQUE,NEGATIVO,CAT 127,2,CAMION,6756,Cali,Colombia,0,375277300,"Carrera 1D, Torres de Comfandi, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,tertiary,3.472394465,-76.50080455
406486,21/12/2021,Negativo,C.C. CHIPICHAPE,Choque,Negativo,TELEF?NICO 127,2,AUTOMOVIL,2271,Cali,Colombia,0,186406240,"Calle 35 Norte, Chipichape, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760046, Colombia",highway,tertiary,3.473634438,-76.52889408
418161,27/04/2022,Solo da�os,C.C. CHIPICHAPE,Choque,.,TELEF?NICO 127,2,AUTOMOVIL,2271,Cali,Colombia,0,186406240,"Calle 35 Norte, Chipichape, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760046, Colombia",highway,tertiary,3.473634438,-76.52889408
AI011726,17/09/2024,Con lesionado,CALLE 69  & CARRERA 8,CHOQUE,CON HERIDOS,CAT 127,1,MOTOCICLETA,8492,Cali,Colombia,0,33707016,"Calle 69, Los Guayacanes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 100001, Colombia",highway,residential,3.473978408,-76.48837836
AI006332,27/04/2024,Con lesionado,CALLE 69 CARRERA 2,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,6350,Cali,Colombia,0,33707016,"Calle 69, Los Guayacanes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 100001, Colombia",highway,residential,3.473978408,-76.48837836
AI013148,25/10/2024,Con lesionado,CARRERA 5  & CALLE 69,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,MOTOCICLETA,9420,Cali,Colombia,0,33707016,"Calle 69, Los Guayacanes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 100001, Colombia",highway,residential,3.473978408,-76.48837836
AI004070,04/03/2024,Con lesionado,CARRERA 8 CALLE 69,CHOQUE,POSITIVO,AGENTE RADIO,2,MOTOCICLETA,5588,Cali,Colombia,0,33707016,"Calle 69, Los Guayacanes, Comuna 5, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 100001, Colombia",highway,residential,3.473978408,-76.48837836
AI010170,08/08/2024,Con lesionado,CALLE 44 & AVENIDA 2E,ATROPELLO,CON HERIDOS,CAT 127,1,MOTOCICLETA,7821,Cali,Colombia,0,76465228,"Avenida 2E, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,residential,3.4742218,-76.5176704
AI009335,16/07/2024,Con lesionado,CALLE 13 & CARRERA 1,CHOQUE,CON HERIDOS,CAT 127,1,BUS,7474,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI008373,18/06/2024,Con lesionado,CALLE 13 CARRERA 1,CAIDA DE OCUPANTE,CON HERIDOS,CAT 127,1,BUS,7179,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI002913,07/02/2024,Negativo,CALLE 15 CARRERA 1,CHOQUE,POSITIVO,AGENTE RADIO,2,BUS,5304,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI006398,29/04/2024,Con lesionado,CALLE 15 CARRERA 1,CHOQUE,CON HERIDOS,AGENTE RADIO,1,BUS,5304,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI006660,05/05/2024,Con lesionado,CALLE 15 CARRERA 1,ATROPELLO,CON HERIDOS,AGENTE CAD 123,1,BUS,5304,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009004,07/07/2024,Con lesionado,CALLE 44 & CARRERA 1,CHOQUE,CON HERIDOS,AGENTE RADIO,2,CAMIONETA,7344,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI008799,01/07/2024,Con lesionado,CALLE 70 & CARRERA 1,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,7272,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009454,19/07/2024,Negativo,CALLE 70 & CARRERA 1,CHOQUE,NEGATIVO,AGENTE RADIO,2,AUTOMOVIL,7272,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI0002160,23/01/2024,Negativo,CALLE 70 CARRERA 1,CHOQUE,POSITIVO,REDES SOCIALES,1,MOTOCICLETA,5084,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI003098,12/02/2024,Con lesionado,CALLE 70 CARRERA 1,CHOQUE,POSITIVO,AGENTE RADIO,1,MOTOCICLETA,5084,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI004763,20/03/2024,Con lesionado,CALLE 70 CARRERA 1,CHOQUE,POSITIVO,CAT 127,1,MOTOCICLETA,5084,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI007184,18/05/2024,Con lesionado,CALLE 70 CARRERA 1,CHOQUE,CON HERIDOS,CAT 127,2,CAMIONETA,5084,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI007706,01/06/2024,Solo da�os,CALLE 70 CARRERA 1,CHOQUE,SOLO DA�OS,AGENTE RADIO,1,MOTOCICLETA,5084,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009255,13/07/2024,Con lesionado,CALLE 71 & CARRERA 1,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,7440,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI0001963,18/01/2024,Con lesionado,CALLE 71 CARRERA 1,CHOQUE,POSITIVO,AGENTE RADIO,1,BUS,5032,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI008405,19/06/2024,Con lesionado,CALLE 71 CARRERA 1,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,5032,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI010217,09/08/2024,Con lesionado,CALLE 8 & CARRERA 1,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,7847,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI000001622,08/01/2024,Con lesionado,CARRERA 1   CALLE 78,ATROPELLO,POSITIVO,AGENTE RADIO,1,AUTOMOVIL,4876,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI010192,08/08/2024,Negativo,CARRERA 1 & CALLE 15,CHOQUE,NEGATIVO,AGENTE CAD 123,2,AUTOMOVIL,7834,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI010168,08/08/2024,Con lesionado,CARRERA 1 & CALLE 17,ATROPELLO,CON HERIDOS,CAT 127,1,MOTOCICLETA,7820,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009892,31/07/2024,Con lesionado,CARRERA 1 & CALLE 18,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,7698,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009760,28/07/2024,Con lesionado,CARRERA 1 & CALLE 4,VOLCAMIENTO,CON HERIDOS,CAT 127,1,MOTOCICLETA,7639,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009083,08/07/2024,Negativo,CARRERA 1 & CALLE 42,CHOQUE,NEGATIVO,AGENTE CAD 123,3,AUTOMOVIL,7379,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI010043,04/08/2024,Con fallecido,CARRERA 1 & CALLE 43,CHOQUE,CON MUERTOS,AGENTE CAD 123,1,MOTOCICLETA,7767,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009858,30/07/2024,Con lesionado,CARRERA 1 & CALLE 44,CHOQUE,CON HERIDOS,AGENTE RADIO,2,CAMION,7684,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009940,01/08/2024,Con lesionado,CARRERA 1 & CALLE 44,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,MOTOCICLETA,7684,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI009355,16/07/2024,Con lesionado,CARRERA 1 & CALLE 71,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,7484,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI002950,08/02/2024,Negativo,CARRERA 1 13 -15,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,5320,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI002472,30/01/2024,Con lesionado,CARRERA 1 CALLE 22,CHOQUE,POSITIVO,CAT 127,2,MOTOCARRO,5194,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI008384,18/06/2024,Con lesionado,CARRERA 1 CALLE 24,CHOQUE,CON HERIDOS,AGENTE CAD 123,1,BUS,7186,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI002545,31/01/2024,Con lesionado,CARRERA 1 CALLE 34,CHOQUE,POSITIVO,AGENTE RADIO,2,MOTOCICLETA,5211,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI002872,06/02/2024,Con lesionado,CARRERA 1 CALLE 34,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,5211,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI004913,23/03/2024,Negativo,CARRERA 1 CALLE 34,CHOQUE,NEGATIVO,CAT 127,2,MOTOCICLETA,5211,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI006311,26/04/2024,Con lesionado,CARRERA 1 CALLE 34,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,AUTOMOVIL,5211,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI008523,22/06/2024,Solo Da�os,CARRERA 1 CALLE 34,CHOQUE,CON HERIDOS,AGENTE RADIO,1,AUTOMOVIL,5211,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI0002074,20/01/2024,Con lesionado,CARRERA 1 CALLE 42,CAIDA DE OCUPANTE,POSITIVO,AGENTE RADIO,1,BUS,5061,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI002569,01/02/2024,Con lesionado,CARRERA 1 CALLE 70,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,5219,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI003136,12/02/2024,Con lesionado,CARRERA 1 CALLE 70,CHOQUE,POSITIVO,AGENTE RADIO,1,MOTOCICLETA,5219,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI003953,02/03/2024,Negativo,CARRERA 1 CALLE 70,CHOQUE,POSITIVO,AGENTE RADIO,2,CAMION,5219,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI005788,13/04/2024,Con lesionado,CARRERA 1 CALLE 70,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,MOTOCICLETA,5219,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI006178,23/04/2024,Negativo,CARRERA 1 CALLE 70,CHOQUE,NEGATIVO,AGENTE RADIO,2,MOTOCICLETA,5219,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI006189,23/04/2024,Con lesionado,CARRERA 1 CALLE 70,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,5219,Cali,Colombia,0,571112757,"Carrera 1, La Alianza, Comuna 4, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 750004, Colombia",highway,primary,3.474402544,-76.50587644
AI013429,31/10/2024,Negativo,AVENIDA 3 NORTE & CALLE 23,CHOQUE,NEGATIVO,CAT 127,2,CAMION,9550,Cali,Colombia,0,260496195,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,primary,3.4744587,-76.519728
AI005540,08/04/2024,Negativo,AVENIDA 3 NORTE CALLE 44,CHOQUE,NEGATIVO,CAT 127,2,AUTOMOVIL,6030,Cali,Colombia,0,260496195,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,primary,3.4744587,-76.519728
AI005988,18/04/2024,Con lesionado,AVENIDA 3 NORTE CALLE 44,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,6030,Cali,Colombia,0,260496195,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,primary,3.4744587,-76.519728
AI008156,13/06/2024,Negativo,AVENIDA 3 NORTE CALLE 70,CHOQUE,NEGATIVO,CAT 127,2,AUTOMOVIL,7086,Cali,Colombia,0,260496195,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,primary,3.4744587,-76.519728
AI012243,30/09/2024,Con lesionado,CALLE 70  & AVENIDA 3 NORTE,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,8715,Cali,Colombia,0,260496195,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,primary,3.4744587,-76.519728
AI007808,03/06/2024,Negativo,AVENIDA 3 CALLE 33 NORTE,ATROPELLO,CON MUERTOS,CAT 127,1,MOTOCICLETA,6964,Cali,Colombia,0,185562454,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,residential,3.475150346,-76.51880857
AI013259,27/10/2024,Con lesionado,AVENIDA 3 NORTE & CALLE 18 NORTE,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,MOTOCICLETA,9467,Cali,Colombia,0,185562454,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,residential,3.475150346,-76.51880857
AI009943,01/08/2024,Con lesionado,AVENIDA 3 NORTE & CALLE 21 NORTE,ATROPELLO,CON HERIDOS,AGENTE RADIO,2,CAMIONETA,7720,Cali,Colombia,0,185562454,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,residential,3.475150346,-76.51880857
AI009118,09/07/2024,Con lesionado,AVENIDA 3 NORTE & CALLE 34 NORTE,ATROPELLO,CON HERIDOS,AGENTE RADIO,1,MOTOCICLETA,7395,Cali,Colombia,0,185562454,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,residential,3.475150346,-76.51880857
AI012652,11/10/2024,Negativo,AVENIDA 3 NORTE & CALLE 34 NORTE,CHOQUE,NEGATIVO,AGENTE RADIO,2,AUTOMOVIL,7395,Cali,Colombia,0,185562454,"Avenida 3 Norte, Prados del Norte, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760050, Colombia",highway,residential,3.475150346,-76.51880857
